"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Tue May 21 19:11:34 ART 2024","Tue May 21 19:11:34 ART 2024","0","","Test the Pending Purchase Screen as a Credit Applicant - Rewards type = points","","","","assert pending purchase as Applicant - Merchant with NAI Instant Discount Fixed - Discount Code Fixed campaign",""
"passed","Tue May 28 12:27:20 ART 2024","Tue May 28 12:27:29 ART 2024","9056","","Test the successful Rewards creation by an admin","","","","Assert merchant user cannot access rewards tab",""
"skipped","Fri Mar 08 12:36:12 ART 2024","Fri Mar 08 12:36:12 ART 2024","0","","Test the Pending Purchase Screen as a Credit Applicant - Rewards type = points","","","","assert pending purchase as Applicant - Merchant with NAI Boost Multiplier - SKU Fixed campaign",""
"passed","Tue Mar 19 14:48:03 ART 2024","Tue Mar 19 14:48:37 ART 2024","33568","","Test the successful capture of a payment on a Dual Message merchant by a merchant manager","","","","""before all"" hook for Test the successful capture of a payment on a Dual Message merchant by a merchant manager",""
"broken","Fri Mar 08 12:36:15 ART 2024","Fri Mar 08 12:36:53 ART 2024","37364","","Test the successful Purchase completion in Express Checkout","","","","assert placing an order as a Debit Accountholder on Express Checkout and success message includes correct merchant information",""
"passed","Tue May 28 12:20:27 ART 2024","Tue May 28 12:20:43 ART 2024","15885","","Test the successful Campaign creation by an admin","","","","""before each"" hook for Test the successful Campaign creation by an admin",""
"passed","Thu Apr 11 01:09:17 ART 2024","Thu Apr 11 01:09:23 ART 2024","6193","","Test the unsuccessful Standalone account creation flow as a an Accountholder","","","","assert Debit Accountholder already has a Tandym Account screen as credit applicant",""
"passed","Tue May 28 13:20:01 ART 2024","Tue May 28 13:20:24 ART 2024","23050","","Test the Capture flow of a Dual Message merchant by an admin","","","","assert admin cannot capture a payment higher than the gross amount",""
"passed","Tue May 28 14:00:04 ART 2024","Tue May 28 14:00:11 ART 2024","6599","","Test the unsuccessful Standalone account creation flow as a an Accountholder","","","","assert Credit Accountholder already has a Tandym Account screen as credit applicant",""
"passed","Tue May 28 12:19:50 ART 2024","Tue May 28 12:20:08 ART 2024","18315","","Test the successful Campaign creation by an admin","","","","assert admin creates a campaign using SKU and multiplier boost",""
"passed","Fri Mar 08 12:30:58 ART 2024","Fri Mar 08 12:31:18 ART 2024","19498","","Admin in merchant user registration flow","","","","assert admin can invite a merchant user",""
"broken","Tue May 21 18:51:46 ART 2024","Tue May 21 18:52:01 ART 2024","15269","","Admin in merchant user registration flow","","","","assert admin can invite a merchant user",""
"passed","Wed Mar 20 12:48:05 ART 2024","Wed Mar 20 12:48:56 ART 2024","50601","","Test the successful Refund flow as an admin","","","","assert admin issues a partial refund on a debit order",""
"broken","Tue May 14 15:30:08 ART 2024","Tue May 14 15:30:15 ART 2024","7013","","","","","","assert Credit Accountholder is rejected by Alloy due to exceeding Credit Limit",""
"skipped","Tue May 21 19:11:34 ART 2024","Tue May 21 19:11:34 ART 2024","0","","Test the Pending Purchase Screen as a Credit Applicant - Rewards type = points","","","","assert pending purchase as Applicant - Merchant with NAI Instant Discount Fixed - Discount Code Multiplier campaign",""
"passed","Tue May 28 12:42:36 ART 2024","Tue May 28 12:42:37 ART 2024","1243","","Test the Heidi Daus's PDP Tandym Widget","","","","should assert widget Savings Badge is correct and visible",""
"passed","Mon Apr 01 21:14:30 ART 2024","Mon Apr 01 21:14:54 ART 2024","23825","","","","","","assert Credit Applicant cannot place an order without accepting the disclosures",""
"passed","Tue May 28 14:06:39 ART 2024","Tue May 28 14:07:19 ART 2024","40157","","Test the successful Purchase completion flow as a Credit customer","","","","assert placing a first order as a Credit Applicant",""
"passed","Tue Mar 19 14:52:29 ART 2024","Tue Mar 19 14:52:45 ART 2024","15852","","Test the Pending Purchase Screen as a Credit Applicant - Rewards type = points","","","","assert pending purchase as Applicant - Merchant with NAI Boost Multiplier - Discount Code Fixed campaign",""
"passed","Tue May 21 19:12:31 ART 2024","Tue May 21 19:12:32 ART 2024","462","","Test the successful Purchase completion in Express Checkout","","","","""after each"" hook for Test the successful Purchase completion in Express Checkout",""
"failed","Thu Apr 11 01:11:29 ART 2024","Thu Apr 11 01:11:55 ART 2024","25882","","Test the Standalone You're Approved screen as a Credit Applicant","","","","assert You're approved screen as Credit Applicant - Merchant with NAI Instant Discount Fixed",""
"skipped","Fri Mar 08 12:36:12 ART 2024","Fri Mar 08 12:36:12 ART 2024","0","","Test the Pending Purchase Screen as a Credit Applicant - Rewards type = points","","","","assert pending purchase as Applicant - Merchant with NAI Disabled - Discount Code Fixed campaign",""
"passed","Tue Mar 19 14:48:48 ART 2024","Tue Mar 19 14:49:04 ART 2024","16270","","Test the Pending Purchase Screen as a Credit Applicant - Rewards type = points","","","","assert pending purchase as Applicant - Merchant with NAI Disabled - SKU Fixed campaign",""
"passed","Thu Apr 11 01:06:36 ART 2024","Thu Apr 11 01:06:41 ART 2024","5526","","Test the Servicing Portal","","","","assert Accountholder cannot login with invalid credentials in the Servicing Portal",""
"passed","Tue Mar 19 14:43:49 ART 2024","Tue Mar 19 14:44:02 ART 2024","12520","","Merchant Registration Suite","","","","Verify admin can add a bank account to a merchant entity",""
"skipped","Tue May 28 14:11:34 ART 2024","Tue May 28 14:11:34 ART 2024","1","","Test the Pending Purchase Screen as a Credit Applicant - Rewards type = points","","","","assert pending purchase as Applicant - Merchant with NAI Boost Multiplier - SKU Multiplier campaign",""
"broken","Tue May 21 18:51:31 ART 2024","Tue May 21 18:51:43 ART 2024","11882","","Merchant Registration Suite","","","","""before each"" hook for Merchant Registration Suite",""
"passed","Fri Mar 08 12:33:51 ART 2024","Fri Mar 08 12:33:52 ART 2024","999","","Test Registration of Accountholders","","","","""before all"" hook for Test Registration of Accountholders",""
"passed","Tue May 28 12:21:38 ART 2024","Tue May 28 12:21:49 ART 2024","11173","","Merchant Registration Suite","","","","Verify admin can create a merchant entity",""
"passed","Fri Mar 08 12:37:50 ART 2024","Fri Mar 08 12:37:55 ART 2024","4851","","Test the Heidi Daus's PDP Tandym Widget","","","","""before all"" hook for Test the Heidi Daus's PDP Tandym Widget",""
"passed","Thu Apr 11 11:39:51 ART 2024","Thu Apr 11 11:40:06 ART 2024","14685","","Test the successful Purchase completion flow as a Credit customer","","","","assert placing a 2nd+ order as a Credit Accountholder",""
"passed","Thu Apr 11 12:03:21 ART 2024","Thu Apr 11 12:03:50 ART 2024","28754","","Test the Capture flow of a Dual Message merchant by an admin","","","","assert all details are correct in the capture confirmation modal for a full capture",""
"passed","Tue May 14 15:29:21 ART 2024","Tue May 14 15:29:47 ART 2024","25479","","","","","","assert Credit Applicant cannot place an order without accepting the disclosures",""
"passed","Tue May 28 13:49:41 ART 2024","Tue May 28 13:50:16 ART 2024","35266","","Test the successful void of a payment on a Dual Message merchant","","","","assert merchant can void a payment",""
"passed","Tue Mar 19 14:48:30 ART 2024","Tue Mar 19 14:48:35 ART 2024","5469","","Test the Servicing Portal","","","","assert Accountholder cannot login with invalid credentials in the Servicing Portal",""
"passed","Tue Mar 19 14:48:39 ART 2024","Tue Mar 19 14:48:39 ART 2024","1","","Test Shopify Post To SDK functionality","","","","""before each"" hook for Test Shopify Post To SDK functionality",""
"passed","Tue May 28 12:21:49 ART 2024","Tue May 28 12:22:03 ART 2024","13498","","Merchant Registration Suite","","","","Verify admin can add a bank account to a merchant entity",""
"passed","Tue Mar 19 14:43:36 ART 2024","Tue Mar 19 14:43:44 ART 2024","7905","","Admin Login Suite","","","","Verify admin can successfully login",""
"passed","Mon Apr 01 20:50:52 ART 2024","Mon Apr 01 20:51:40 ART 2024","48293","","Test the successful Refund flow as a merchant","","","","assert merchant issues a partial refund on a dual message credit order",""
"passed","Tue May 28 12:30:34 ART 2024","Tue May 28 12:30:35 ART 2024","1280","","Test Registration of Accountholders","","","","""after each"" hook for Test Registration of Accountholders",""
"passed","Tue Mar 19 14:46:38 ART 2024","Tue Mar 19 14:46:39 ART 2024","1134","","Test Registration of Accountholders","","","","""after each"" hook for Test Registration of Accountholders",""
"skipped","Thu Apr 11 01:05:54 ART 2024","Thu Apr 11 01:05:54 ART 2024","0","","Test the Heidi Daus's PDP Tandym ""Save & earn on your first purchase"" modal","","","","should assert Save block Original Total is correct and visible",""
"broken","Thu Apr 11 01:05:05 ART 2024","Thu Apr 11 01:05:35 ART 2024","29958","","Test Magento Post To SDK functionality","","","","assert OrderID, GrossAmount and Payment Status are properly saved in the token and properly added to the DB",""
"passed","Tue May 28 13:42:35 ART 2024","Tue May 28 13:42:56 ART 2024","20950","","Test the successful Purchase completion in Express Checkout","","","","""before each"" hook for Test the successful Purchase completion in Express Checkout",""
"passed","Thu Apr 11 11:43:51 ART 2024","Thu Apr 11 11:44:08 ART 2024","16862","","Test the Pending Purchase Screen as a Credit Applicant - Rewards type = points","","","","assert pending purchase as Applicant - Merchant with NAI Instant Discount Fixed - Discount Code Fixed campaign",""
"passed","Tue May 28 13:42:35 ART 2024","Tue May 28 13:43:42 ART 2024","66695","","Test the successful Purchase completion in Express Checkout","","","","assert placing an order as a Credit Applicant on Express Checkout and success message includes correct merchant information",""
"skipped","Tue May 21 19:11:34 ART 2024","Tue May 21 19:11:34 ART 2024","0","","Test the Pending Purchase Screen as a Credit Applicant - Rewards type = points","","","","assert pending purchase as Applicant - Merchant with NAI Boost Fixed - Discount Code Multiplier campaign",""
"skipped","Tue Mar 19 14:47:50 ART 2024","Tue Mar 19 14:47:50 ART 2024","1","","Test the Heidi Daus's PDP Tandym ""Save & earn on your first purchase"" modal","","","","should assert modal title is correct and visible",""
"passed","Thu Apr 11 11:58:50 ART 2024","Thu Apr 11 11:58:55 ART 2024","5406","","Admin Login Suite","","","","Verify admin can successfully login",""
"broken","Tue Mar 19 14:45:40 ART 2024","Tue Mar 19 14:46:35 ART 2024","54729","","","","","","assert Credit Applicant cannot place an order without accepting the disclosures",""
"passed","Tue Mar 19 14:52:45 ART 2024","Tue Mar 19 14:53:01 ART 2024","15388","","Test the Pending Purchase Screen as a Credit Applicant - Rewards type = points","","","","assert pending purchase as Applicant - Merchant with NAI Boost Multiplier - SKU Multiplier campaign",""
"passed","Thu Feb 01 12:06:48 ART 2024","Thu Feb 01 12:06:56 ART 2024","8702","","Test the unsuccessful Purchase completion flow","","","","assert Credit Applicant cannot continue without filling in the application form",""
"passed","Thu Apr 11 11:41:51 ART 2024","Thu Apr 11 11:42:08 ART 2024","17493","","Test the Pending Purchase Screen as a Credit Applicant - Rewards type = points","","","","assert pending purchase as Applicant - Merchant with NAI Instant Discount Percentage - No campaigns",""
"passed","Tue May 28 12:26:23 ART 2024","Tue May 28 12:26:42 ART 2024","18335","","Test the successful Rewards creation by an admin","","","","Assert admin can set New account incentive as rewards boost multiplier",""
"passed","Thu Apr 11 12:04:33 ART 2024","Thu Apr 11 12:04:55 ART 2024","22483","","Test the Capture flow of a Dual Message merchant by an admin","","","","assert admin cannot capture a payment with value 0",""
"passed","Fri Mar 08 12:25:03 ART 2024","Fri Mar 08 12:25:27 ART 2024","24943","","Test the Capture flow of a Dual Message merchant by an admin","","","","""before all"" hook for Test the Capture flow of a Dual Message merchant by an admin",""
"passed","Tue May 28 12:22:03 ART 2024","Tue May 28 12:22:07 ART 2024","4288","","Merchant Registration Suite","","","","""before each"" hook for Merchant Registration Suite",""
"passed","Tue Mar 19 14:49:12 ART 2024","Tue Mar 19 14:49:26 ART 2024","13595","","Test the Standalone You're Approved screen as a Credit Applicant","","","","assert You're approved screen as Credit Applicant - Merchant with NAI Disabled",""
"passed","Thu Feb 22 08:48:59 ART 2024","Thu Feb 22 08:49:13 ART 2024","13823","","","","","","assert Credit Accountholder is rejected by Alloy due to exceeding Credit Limit",""
"passed","Thu Apr 11 11:58:59 ART 2024","Thu Apr 11 11:59:00 ART 2024","1578","","Admin Login Suite","","","","Verify proper warning displays when user enters an invalid email format",""
"passed","Thu Apr 11 01:01:46 ART 2024","Thu Apr 11 01:02:29 ART 2024","43352","","Test the successful Purchase completion in Express Checkout","","","","assert placing an order as a Credit Accountholder on Express Checkout and success message includes correct merchant information",""
"passed","Tue Mar 19 14:45:19 ART 2024","Tue Mar 19 14:45:40 ART 2024","21027","","Test the Capture flow of a Dual Message merchant by an admin","","","","""before each"" hook for Test the Capture flow of a Dual Message merchant by an admin",""
"broken","Tue May 21 18:51:31 ART 2024","Tue May 21 18:51:43 ART 2024","11884","","Merchant Registration Suite","","","","Verify activate a merchant entity",""
"skipped","Tue May 21 19:11:34 ART 2024","Tue May 21 19:11:34 ART 2024","0","","Test the Pending Purchase Screen as a Credit Applicant - Rewards type = points","","","","assert pending purchase as Applicant - Merchant with NAI Boost Fixed - SKU Multiplier campaign",""
"passed","Tue May 21 19:01:42 ART 2024","Tue May 21 19:01:42 ART 2024","465","","Test Registration of Accountholders","","","","""after each"" hook for Test Registration of Accountholders",""
"skipped","Tue May 21 19:11:34 ART 2024","Tue May 21 19:11:34 ART 2024","0","","Test the Pending Purchase Screen as a Credit Applicant - Rewards type = points","","","","assert pending purchase as Applicant - Merchant with NAI Boost Multiplier - SKU Fixed campaign",""
"skipped","Tue May 21 19:14:25 ART 2024","Tue May 21 19:14:25 ART 2024","0","","Test the Heidi Daus's PDP Tandym ""Save & earn on your first purchase"" modal","","","","should assert Save block Original Total is correct and visible",""
"passed","Thu Feb 01 12:07:06 ART 2024","Thu Feb 01 12:07:09 ART 2024","2502","","Test the unsuccessful Purchase completion flow","","","","assert Tandym Modal is not accesible with invalid Merchant Api Key and Domain",""
"skipped","Tue May 28 12:42:38 ART 2024","Tue May 28 12:42:38 ART 2024","0","","Test the Heidi Daus's PDP Tandym ""Save & earn on your first purchase"" modal","","","","should assert Save block subtitle is correct and visible",""
"skipped","Tue May 28 14:11:34 ART 2024","Tue May 28 14:11:34 ART 2024","0","","Test the Pending Purchase Screen as a Credit Applicant - Rewards type = points","","","","assert pending purchase as Applicant - Merchant with NAI Boost Multiplier - Discount Code Fixed campaign",""
"passed","Tue May 28 13:20:24 ART 2024","Tue May 28 13:20:44 ART 2024","20126","","Test the Capture flow of a Dual Message merchant by an admin","","","","""before each"" hook for Test the Capture flow of a Dual Message merchant by an admin",""
"passed","Tue May 28 12:19:31 ART 2024","Tue May 28 12:19:50 ART 2024","18570","","Test the successful Campaign creation by an admin","","","","assert admin creates a campaign using discount code and fixed boost",""
"passed","Tue Mar 19 14:44:02 ART 2024","Tue Mar 19 14:44:17 ART 2024","14881","","Merchant Registration Suite","","","","Verify activate a merchant entity",""
"passed","Tue Mar 19 14:53:31 ART 2024","Tue Mar 19 14:53:46 ART 2024","14888","","Test the Pending Purchase Screen as a Credit Applicant - Rewards type = points","","","","assert pending purchase as Applicant - Merchant with NAI Boost Fixed - Discount Code Multiplier campaign",""
"skipped","Fri Mar 08 12:37:56 ART 2024","Fri Mar 08 12:37:56 ART 2024","0","","Test the Heidi Daus's PDP Tandym ""Save & earn on your first purchase"" modal","","","","should assert modal title is correct and visible",""
"passed","Tue Mar 19 14:45:52 ART 2024","Tue Mar 19 14:46:38 ART 2024","46050","","Test Registration of Accountholders","","","","Verify credit applicant at checkout is rejected and signs up successfully as debit accountholder",""
"failed","Tue Mar 19 14:49:15 ART 2024","Tue Mar 19 14:49:26 ART 2024","11230","","Test the successful Purchase completion in Express Checkout","","","","assert placing an order as a Credit Applicant on Express Checkout and success message includes correct merchant information",""
"passed","Tue May 28 14:08:21 ART 2024","Tue May 28 14:08:29 ART 2024","8073","","Test the unsuccessful Purchase completion flow","","","","assert Credit Applicant cannot continue without filling in the application form",""
"passed","Tue May 21 19:00:42 ART 2024","Tue May 21 19:01:18 ART 2024","35951","","Test Registration of Accountholders","","","","Verify credit applicant at checkout is rejected due to gross amount being excessive and gets offer a debit sign up option",""
"passed","Thu Apr 11 01:09:24 ART 2024","Thu Apr 11 01:09:32 ART 2024","8262","","Test the unsuccessful Standalone account creation flow as a an Accountholder","","","","assert Debit Accountholder already has a Tandym Account screen as debit applicant",""
"passed","Thu Apr 11 12:08:05 ART 2024","Thu Apr 11 12:08:35 ART 2024","29950","","Test the successful capture of a payment on a Dual Message merchant by a merchant manager","","","","""before all"" hook for Test the successful capture of a payment on a Dual Message merchant by a merchant manager",""
"passed","Tue May 28 14:03:02 ART 2024","Tue May 28 14:03:14 ART 2024","12388","","Test applicant cannot create a standalone account creation flow without accepting disclosures","","","","assert Applicant cannot create a standalone Debit account without accepting disclosures",""
"broken","Tue May 21 18:53:10 ART 2024","Tue May 21 18:53:25 ART 2024","15391","","Test the successful Refund flow as an admin","","","","assert admin issues a full refund on a single message debit order",""
"passed","Tue May 28 14:10:58 ART 2024","Tue May 28 14:11:17 ART 2024","18841","","Test the Pending Purchase Screen as a Credit Applicant - Rewards type = points","","","","assert pending purchase as Applicant - Merchant with NAI Instant Discount Percentage - SKU Multiplier campaign",""
"passed","Tue May 28 14:00:31 ART 2024","Tue May 28 14:00:44 ART 2024","13089","","Test the unsuccessful Standalone account creation flow as a an Accountholder","","","","assert Credit Accountholder already has a Tandym Account screen as debit applicant",""
"passed","Tue Mar 12 14:56:24 ART 2024","Tue Mar 12 14:56:30 ART 2024","6143","","Test Woocommerce Post To SDK functionality","","","","""before each"" hook for Test Woocommerce Post To SDK functionality",""
"passed","Tue Mar 12 14:16:44 ART 2024","Tue Mar 12 14:16:51 ART 2024","6450","","Test Woocommerce Post To SDK funtionality","","","","""before each"" hook for Test Woocommerce Post To SDK funtionality",""
"passed","Tue May 28 12:29:48 ART 2024","Tue May 28 12:30:34 ART 2024","45644","","Test Registration of Accountholders","","","","Verify credit applicant at checkout is rejected and signs up successfully as debit accountholder",""
"passed","Tue May 28 13:20:24 ART 2024","Tue May 28 13:20:47 ART 2024","22831","","Test the Capture flow of a Dual Message merchant by an admin","","","","assert admin cannot capture a payment with value 0",""
"passed","Tue May 21 18:56:58 ART 2024","Tue May 21 18:58:07 ART 2024","69101","","Test the successful void of a payment on a Dual Message merchant","","","","assert admin can void a payment",""
"passed","Tue May 21 18:50:28 ART 2024","Tue May 21 18:50:28 ART 2024","312","","Admin Login Suite","","","","""before each"" hook for Admin Login Suite",""
"skipped","Tue May 28 14:11:34 ART 2024","Tue May 28 14:11:34 ART 2024","0","","Test the Pending Purchase Screen as a Credit Applicant - Rewards type = points","","","","assert pending purchase as Applicant - Merchant with NAI Instant Discount Fixed - No campaigns",""
"passed","Fri Mar 08 12:42:55 ART 2024","Fri Mar 08 12:43:10 ART 2024","14549","","Test the Standalone You're Approved screen as a Credit Applicant","","","","assert You're approved screen as Credit Applicant - Merchant with NAI Disabled",""
"passed","Thu Apr 11 01:05:57 ART 2024","Thu Apr 11 01:06:00 ART 2024","3300","","Merchant Login Suite","","","","""before each"" hook for Merchant Login Suite",""
"skipped","Fri Mar 08 12:36:12 ART 2024","Fri Mar 08 12:36:12 ART 2024","0","","Test the Pending Purchase Screen as a Credit Applicant - Rewards type = points","","","","assert pending purchase as Applicant - Merchant with NAI Instant Discount Fixed - SKU Multiplier campaign",""
"passed","Mon Apr 01 21:50:02 ART 2024","Mon Apr 01 21:50:27 ART 2024","25508","","Admin in merchant user registration flow","","","","assert admin can remove a merchant user",""
"passed","Thu Apr 11 00:51:11 ART 2024","Thu Apr 11 00:51:30 ART 2024","19507","","Test Registration of Accountholders","","","","Verify credit applicant at checkout is rejected due to gross amount being excessive and gets offer a debit sign up option",""
"passed","Tue May 28 13:25:45 ART 2024","Tue May 28 13:26:31 ART 2024","45557","","Test Woocommerce Post To SDK functionality","","","","assert OrderID, GrossAmount and Payment Status are properly saved in the token and properly added to the DB",""
"skipped","Thu Apr 11 01:05:54 ART 2024","Thu Apr 11 01:05:54 ART 2024","0","","Test the Heidi Daus's PDP Tandym ""Save & earn on your first purchase"" modal","","","","should assert Earn block earn message is correct and visible",""
"passed","Thu Apr 11 01:00:42 ART 2024","Thu Apr 11 01:01:46 ART 2024","64037","","Test the successful Purchase completion in Express Checkout","","","","assert placing an order as a Debit Accountholder on Express Checkout and success message includes correct merchant information",""
"passed","Tue May 21 19:20:46 ART 2024","Tue May 21 19:21:00 ART 2024","13892","","Test Woocommerce Post To SDK functionality","","","","""before each"" hook for Test Woocommerce Post To SDK functionality",""
"passed","Tue May 28 12:25:41 ART 2024","Tue May 28 12:26:03 ART 2024","22176","","Test the successful Rewards creation by an admin","","","","Assert admin can set New account incentive as Instant Discount percentage off",""
"passed","Tue May 28 12:28:19 ART 2024","Tue May 28 12:28:34 ART 2024","15028","","Test Registration of Accountholders","","","","Verify applicant signs up with credit at checkout and lands in manual review",""
"passed","Tue Mar 19 14:53:46 ART 2024","Tue Mar 19 14:54:00 ART 2024","14394","","Test the Pending Purchase Screen as a Credit Applicant - Rewards type = points","","","","assert pending purchase as Applicant - Merchant with NAI Boost Fixed - Discount Code Fixed campaign",""
"passed","Tue Mar 19 14:49:39 ART 2024","Tue Mar 19 14:49:53 ART 2024","14094","","Test the Standalone You're Approved screen as a Credit Applicant","","","","assert You're approved screen as Credit Applicant - Merchant with NAI Instant Discount Fixed",""
"passed","Tue May 21 19:00:40 ART 2024","Tue May 21 19:00:42 ART 2024","2080","","Test Registration of Accountholders","","","","""before all"" hook for Test Registration of Accountholders",""
"passed","Tue May 28 13:23:13 ART 2024","Tue May 28 13:24:03 ART 2024","50055","","Test the successful capture of a payment on a Dual Message merchant by an admin","","","","assert admin cannot capture an already fully captured payment",""
"passed","Fri Apr 12 11:53:18 ART 2024","Fri Apr 12 11:54:16 ART 2024","57295","","Test the successful Refund flow as an admin","","","","assert admin issues a full refund on a single message debit order",""
"passed","Wed Mar 27 21:12:07 ART 2024","Wed Mar 27 21:12:13 ART 2024","5505","","Test the unsuccessful Standalone account creation flow as a an Accountholder","","","","assert Debit Accountholder already has a Tandym Account",""
"skipped","Fri Mar 08 12:37:56 ART 2024","Fri Mar 08 12:37:56 ART 2024","1","","Test the Heidi Daus's PDP Tandym ""Save & earn on your first purchase"" modal","","","","should assert Save block Original Total is correct and visible",""
"passed","Thu Apr 11 01:04:08 ART 2024","Thu Apr 11 01:05:02 ART 2024","54009","","Test the successful Purchase completion in Express Checkout","","","","assert placing an order as a Credit Applicant on Express Checkout and success message includes correct merchant information",""
"skipped","Fri Mar 08 12:37:56 ART 2024","Fri Mar 08 12:37:56 ART 2024","1","","Test the Heidi Daus's PDP Tandym ""Save & earn on your first purchase"" modal","","","","should assert Save block subtitle is correct and visible",""
"passed","Tue May 28 14:07:34 ART 2024","Tue May 28 14:07:57 ART 2024","22835","","Test the successful Purchase completion flow as a Debit customer","","","","assert placing a 2nd+ order as a Debit Accountholder",""
"passed","Fri Mar 08 12:31:45 ART 2024","Fri Mar 08 12:32:40 ART 2024","54683","","Test the successful Refund flow as an admin","","","","assert admin issues a full refund on a debit order",""
"passed","Tue May 28 13:21:36 ART 2024","Tue May 28 13:22:22 ART 2024","46119","","Test the successful capture of a payment on a Dual Message merchant by an admin","","","","assert admin can partially capture a payment",""
"passed","Tue Mar 12 14:54:15 ART 2024","Tue Mar 12 14:55:13 ART 2024","58108","","Test Magento Post To SDK functionality","","","","assert OrderID, GrossAmount and Payment Status are properly saved in the token and properly added to the DB",""
"passed","Tue Mar 19 14:43:46 ART 2024","Tue Mar 19 14:43:48 ART 2024","1293","","Admin Login Suite","","","","Verify user cannot login with unregistered email",""
"passed","Thu Mar 21 17:44:23 ART 2024","Thu Mar 21 17:45:14 ART 2024","51753","","Test the successful Refund flow as an admin","","","","assert admin issues a partial refund on a debit order",""
"passed","Tue Mar 19 14:51:29 ART 2024","Tue Mar 19 14:51:45 ART 2024","15875","","Test the Pending Purchase Screen as a Credit Applicant - Rewards type = points","","","","assert pending purchase as Applicant - Merchant with NAI Instant Discount Fixed - SKU Multiplier campaign",""
"broken","Fri Apr 12 11:55:10 ART 2024","Fri Apr 12 11:55:21 ART 2024","11117","","Test the successful Refund flow as a merchant","","","","assert merchant issues a full refund on a dual message credit order",""
"passed","Tue May 28 14:01:08 ART 2024","Tue May 28 14:01:29 ART 2024","21082","","Test the Standalone You're Approved screen as a Credit Applicant","","","","assert You're approved screen as Credit Applicant - Merchant with NAI Instant Discount Percentage",""
"passed","Tue May 21 19:20:09 ART 2024","Tue May 21 19:20:09 ART 2024","440","","Test the Standalone You're Approved screen as a Credit Applicant","","","","""after each"" hook for Test the Standalone You're Approved screen as a Credit Applicant",""
"passed","Thu Apr 11 01:09:09 ART 2024","Thu Apr 11 01:09:15 ART 2024","6169","","Test the unsuccessful Standalone account creation flow as a an Accountholder","","","","assert Credit Accountholder already has a Tandym Account screen as credit applicant",""
"passed","Tue May 28 13:54:51 ART 2024","Tue May 28 13:55:42 ART 2024","50824","","Test the successful Refund flow as a merchant","","","","assert merchant issues a partial refund on a dual message credit order",""
"passed","Tue May 28 12:42:37 ART 2024","Tue May 28 12:42:38 ART 2024","64","","Test the Heidi Daus's PDP Tandym Widget","","","","should assert widget Save message on first order is correct and visible",""
"failed","Thu Apr 11 00:49:58 ART 2024","Thu Apr 11 00:49:59 ART 2024","1535","","Test the update of the orderId used by Shopify and custom works","","","","assert the orderId value is updated successfully",""
"passed","Thu Apr 11 12:04:33 ART 2024","Thu Apr 11 12:04:52 ART 2024","19782","","Test the Capture flow of a Dual Message merchant by an admin","","","","""before each"" hook for Test the Capture flow of a Dual Message merchant by an admin",""
"passed","Tue May 28 14:09:48 ART 2024","Tue May 28 14:10:05 ART 2024","17364","","Test the Pending Purchase Screen as a Credit Applicant - Rewards type = points","","","","assert pending purchase as Applicant - Merchant with NAI Disabled - SKU Fixed campaign",""
"passed","Tue Mar 19 14:51:14 ART 2024","Tue Mar 19 14:51:29 ART 2024","14365","","Test the Pending Purchase Screen as a Credit Applicant - Rewards type = points","","","","assert pending purchase as Applicant - Merchant with NAI Instant Discount Fixed - Discount Code Fixed campaign",""
"passed","Fri Mar 08 12:30:08 ART 2024","Fri Mar 08 12:30:09 ART 2024","1249","","Admin Login Suite","","","","Verify user cannot login with invalid password",""
"passed","Fri Mar 08 12:37:56 ART 2024","Fri Mar 08 12:37:56 ART 2024","54","","Test the Heidi Daus's PDP Tandym Widget","","","","should assert widget Save message on first order is correct and visible",""
"passed","Thu Apr 11 00:51:31 ART 2024","Thu Apr 11 00:51:34 ART 2024","2083","","Test Registration of Accountholders","","","","""before each"" hook for Test Registration of Accountholders",""
"passed","Wed Mar 20 16:42:56 ART 2024","Wed Mar 20 16:43:29 ART 2024","32313","","Test the successful void of a payment on a Dual Message merchant","","","","assert merchant can void a payment",""
"passed","Thu Apr 11 12:03:50 ART 2024","Thu Apr 11 12:04:10 ART 2024","20682","","Test the Capture flow of a Dual Message merchant by an admin","","","","assert all details are correct in the capture confirmation modal for a partial capture",""
"passed","Tue May 21 18:50:21 ART 2024","Tue May 21 18:50:23 ART 2024","1700","","Admin Login Suite","","","","Verify user cannot login with unregistered email",""
"passed","Tue May 28 12:21:27 ART 2024","Tue May 28 12:21:29 ART 2024","1263","","Admin Login Suite","","","","Verify user cannot login with unregistered email",""
"skipped","Tue May 21 19:11:34 ART 2024","Tue May 21 19:11:34 ART 2024","1","","Test the Pending Purchase Screen as a Credit Applicant - Rewards type = points","","","","assert pending purchase as Applicant - Merchant with NAI Boost Multiplier - Discount Code Multiplier campaign",""
"passed","Tue May 21 19:14:28 ART 2024","Tue May 21 19:14:30 ART 2024","2244","","Merchant Login Suite","","","","""before each"" hook for Merchant Login Suite",""
"passed","Thu Feb 01 12:06:23 ART 2024","Thu Feb 01 12:06:48 ART 2024","24095","","Test the unsuccessful Purchase completion flow","","","","assert Credit Applicant cannot place an order without accepting the disclosures",""
